[DEBUG] 2020-05-03 14:12:34.536 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-05-03 14:12:34.564 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-05-03 14:12:34.577 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-05-03 14:12:34.863 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-05-03 14:12:34.868 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-05-03 14:12:35.357 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-05-03 14:12:36.157 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-05-03 14:12:36.236 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-05-03 14:12:36.238 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2020-05-03 14:12:36.288 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2020-05-03 14:12:36.371 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@5ff2b8ca
[DEBUG] 2020-05-03 14:12:36.371 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@5ff2b8ca
[DEBUG] 2020-05-03 14:12:36.371 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@5ff2b8ca
[DEBUG] 2020-05-03 14:12:36.372 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@7fcf294e
[DEBUG] 2020-05-03 14:12:36.372 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@59e43e8c
[DEBUG] 2020-05-03 14:12:36.379 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@46c3a14d
[DEBUG] 2020-05-03 14:12:36.379 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@4d1f1ff5
[DEBUG] 2020-05-03 14:12:36.380 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@4d1f1ff5
[DEBUG] 2020-05-03 14:12:36.380 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@4d1f1ff5
[DEBUG] 2020-05-03 14:12:36.380 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@5477a1ca
[DEBUG] 2020-05-03 14:12:36.381 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@5477a1ca
