[DEBUG] 2020-05-06 16:34:22.167 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-05-06 16:34:22.195 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-05-06 16:34:22.213 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-05-06 16:34:22.375 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-05-06 16:34:22.377 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-05-06 16:34:22.920 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-05-06 16:34:23.506 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-05-06 16:34:23.553 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-05-06 16:34:23.555 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2020-05-06 16:34:23.594 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2020-05-06 16:34:23.686 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@36061cf3
[DEBUG] 2020-05-06 16:34:23.687 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@36061cf3
[DEBUG] 2020-05-06 16:34:23.687 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@36061cf3
[DEBUG] 2020-05-06 16:34:23.687 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@706fe5c6
[DEBUG] 2020-05-06 16:34:23.688 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@6b3f6585
[DEBUG] 2020-05-06 16:34:23.690 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@45e1aa48
[DEBUG] 2020-05-06 16:34:23.691 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@39c385d6
[DEBUG] 2020-05-06 16:34:23.691 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@39c385d6
[DEBUG] 2020-05-06 16:34:23.692 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@39c385d6
